text,char_count,over_twitter_length,p_num,text_chunked,chunk_tot,chunk_num,text_to_tweet,text_to_tweet_char_count,tweeted_timestamp
"I wonder why he jumped, the old man thought.  He jumped almost as
though to show me how big he was.  I know now, anyway, he thought.  I
wish I could show him what sort of man I am.  But then he would see the
cramped hand.  Let him think I am more man than I am and I will be so.
I wish I was the fish, he thought, with everything he has against only
my will and my intelligence.",378,True,324,"Let him think I am more man than I am and I will be so. I wish I was the fish, he thought, with everything he has against only my will and my intelligence.",2,2,"Let him think I am more man than I am and I will be so. I wish I was the fish, he thought, with everything he has against only my will and my intelligence. 2/2 #hemingway",170,
"He settled comfortably against the wood and took his suffering as it
came and the fish swam steadily and the boat moved slowly through the
dark water.  There was a small sea rising with the wind coming up from
the east and at noon the old man's left hand was uncramped.",269,False,325,He settled comfortably against the wood and took his suffering as it came and the fish swam steadily and the boat moved slowly through the dark water. There was a small sea rising with the wind coming up from the east,2,1,He settled comfortably against the wood and took his suffering as it came and the fish swam steadily and the boat moved slowly through the dark water. There was a small sea rising with the wind coming up from the east 1/2 #hemingway,232,
"He settled comfortably against the wood and took his suffering as it
came and the fish swam steadily and the boat moved slowly through the
dark water.  There was a small sea rising with the wind coming up from
the east and at noon the old man's left hand was uncramped.",269,False,325,and at noon the old man's left hand was uncramped.,2,2,and at noon the old man's left hand was uncramped. 2/2 #hemingway,65,
"""Bad news for you, fish,"" he said and shifted the line over the sacks
that covered his shoulders.",97,False,326,"""Bad news for you, fish,"" he said and shifted the line over the sacks
that covered his shoulders.",1,1,"""Bad news for you, fish,"" he said and shifted the line over the sacks
that covered his shoulders. 

#hemingway",110,
"He was comfortable but suffering, although he did not admit the
suffering at all.",81,False,327,"He was comfortable but suffering, although he did not admit the
suffering at all.",1,1,"He was comfortable but suffering, although he did not admit the
suffering at all. 

#hemingway",94,
"""I am not religious,"" he said.  ""But I will say ten Our Fathers and ten
Hail Marys that I should catch this fish, and I promise to make a
pilgrimage to the Virgen de Cobre if I catch him.  That is a promise.""",208,False,328,"""I am not religious,"" he said.  ""But I will say ten Our Fathers and ten
Hail Marys that I should catch this fish, and I promise to make a
pilgrimage to the Virgen de Cobre if I catch him.  That is a promise.""",1,1,"""I am not religious,"" he said.  ""But I will say ten Our Fathers and ten
Hail Marys that I should catch this fish, and I promise to make a
pilgrimage to the Virgen de Cobre if I catch him.  That is a promise."" 

#hemingway",221,
"He commenced to say his prayers mechanically.  Sometimes he would be so
tired that he could not remember the prayer and then he would say them
fast so that they would come automatically.  Hail Marys are easier to
say than Our Fathers, he thought.",246,False,329,He commenced to say his prayers mechanically. Sometimes he would be so tired that he could not remember the prayer and then he would say them fast so that they would come automatically. Hail Marys are easier to say than,2,1,He commenced to say his prayers mechanically. Sometimes he would be so tired that he could not remember the prayer and then he would say them fast so that they would come automatically. Hail Marys are easier to say than 1/2 #hemingway,234,
"He commenced to say his prayers mechanically.  Sometimes he would be so
tired that he could not remember the prayer and then he would say them
fast so that they would come automatically.  Hail Marys are easier to
say than Our Fathers, he thought.",246,False,329,"Our Fathers, he thought.",2,2,"Our Fathers, he thought. 2/2 #hemingway",39,
"""Hail Mary full of Grace the Lord is with thee.  Blessed art thou among
women and blessed is the fruit of thy womb, Jesus.  Holy Mary, Mother
of God, pray for us sinners now and at the hour of our death.  Amen.""
Then he added, ""Blessed Virgin, pray for the death of this fish.
Wonderful though he is.""",301,True,330,"""Hail Mary full of Grace the Lord is with thee. Blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners now and at the hour of our death. Amen."" Then he",2,1,"""Hail Mary full of Grace the Lord is with thee. Blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners now and at the hour of our death. Amen."" Then he 1/2 #hemingway",231,
"""Hail Mary full of Grace the Lord is with thee.  Blessed art thou among
women and blessed is the fruit of thy womb, Jesus.  Holy Mary, Mother
of God, pray for us sinners now and at the hour of our death.  Amen.""
Then he added, ""Blessed Virgin, pray for the death of this fish.
Wonderful though he is.""",301,True,330,"added, ""Blessed Virgin, pray for the death of this fish. Wonderful though he is.""",2,2,"added, ""Blessed Virgin, pray for the death of this fish. Wonderful though he is."" 2/2 #hemingway",96,
"With his prayers said, and feeling much better, but suffering exactly
as much, and perhaps a little more, he leaned against the wood of the
bow and began, mechanically, to work the fingers of his left hand.",206,False,331,"With his prayers said, and feeling much better, but suffering exactly
as much, and perhaps a little more, he leaned against the wood of the
bow and began, mechanically, to work the fingers of his left hand.",1,1,"With his prayers said, and feeling much better, but suffering exactly
as much, and perhaps a little more, he leaned against the wood of the
bow and began, mechanically, to work the fingers of his left hand. 

#hemingway",219,
